[353.3951956647629, 237.30162493228136]
[-808.9710120900771, 924.3277624113844]
[-990.3766069998694, 107.10185401480999]
[-73.69199019431187, 395.7235066379965]
[335.4680896928103, -885.3169464665202]
[-138.7294680585287, -608.1251849325158]
[-439.9038097640132, -30.838165098956665]
[180.43405922605803, 952.4383721653439]
[757.2557129366787, 889.2936511452929]
[559.1493522884903, 297.8334275698403]
[907.9896224998797, -307.9167634223438]
[300.74128204297494, -951.9693577968679]
[949.1590344390972, -341.16987114355493]
[-411.3595105738, 771.9512486716515]
[-430.7491042127782, 351.3220176150169]
[369.5220539957488, -237.6024653552646]
[-416.6232460149363, 897.2018789161966]
[-65.48843987900443, 629.1628642728901]
[370.1297396113289, -821.3824622158861]
[94.28337168692701, -941.2698980302498]
[626.3610473318236, 89.33767032603532]
[-51.426280116975136, 153.79047081002182]
[-105.57903634960837, 617.9207206415238]
[-826.8161317171474, 297.3277298433786]
[660.2393045256267, 510.03865692404725]
[265.3790604225717, 910.3688998987509]
[-543.7097179490719, 932.7540339260327]
[665.1821344808902, -62.35297988573075]
[63.39788784027496, -954.7354260742551]
[116.44515749800621, 200.0392371344044]
[-595.8766235079568, -51.590728389265564]
[-533.6473653881881, 577.0902929574322]
[687.3042004191398, 604.6206423021179]
[-591.8422485521409, 137.84132613588622]
[-376.9969194849414, 142.4371502413503]
[873.2664462728428, 620.0695621247621]
[330.593037674633, 982.9280578230173]
[144.6905383362871, 306.63304454641457]
[216.94825868212365, 277.6296883814973]
[364.3053382152523, 807.0867261518661]
[-102.15274050185883, 740.4458581094912]
[-522.765478800502, -205.23597571423807]
[-305.56828968519073, 190.683666256778]
[687.6638521443924, 775.5035852146555]
[526.9174386523068, 250.9665628254602]
[-398.20422865249054, 463.2987852029448]
[100.25370380798063, 917.2558045425028]
[604.563552935284, -558.8575296444146]
[-565.8973416648589, 539.5937985720905]
[-637.8886357765367, 416.9537749626388]
[-58.914297849200466, -144.09171119111238]
[717.4629446643921, -569.6986335575127]
[-240.08413609657873, -230.16378537589674]
[709.3514091474012, 563.7296288030666]
[-778.0304440429763, 892.9881820016253]
[168.47794466938194, 189.00284684514781]
[365.03035187920614, -519.5678303074681]
[790.218760517985, -323.1288897081306]
[190.78732153468786, -124.37650925717708]
[-592.8708876796377, -44.494696172192334]
[488.33386061734404, -296.2927082180686]
[-454.4011478693893, -74.79573162144948]
[-293.6541526947324, -502.0293572939817]
[858.9676902838617, -681.7635616730756]
[-74.72045247324513, -778.0468543867054]
[538.914657735331, -239.00401444117358]
[-164.46130764520626, -311.76097207128976]
[-349.2353989728241, -351.24224618316555]
[416.29164682175815, -676.7083441789]
[655.9756458628926, 944.9858936818482]
[605.9133634185223, -399.5156205965566]
[-404.50838297657833, 969.2986034511327]
[455.0651780648816, 341.5311837622976]
[389.4543720566594, 265.4158695898127]
[292.49903321266106, 105.50199583671474]
[-585.8446032288389, 344.1170985050344]
[-312.02573007314527, 818.663489749159]
[498.95897503377364, -323.8210764808142]
[-324.8748331385548, 149.00799924868124]
[317.4806982878049, 325.38062489617505]
[-576.9048410729408, 60.18992799385751]
[-347.4567813635123, -22.65416832678261]
[-330.1929346856848, 140.83872611861557]
[638.4569857279043, 445.4895232711608]
[659.0548373402871, -708.9157911583588]
[13.471787670195113, -9.43332913328993]
[-270.48132358621217, -532.4625669396107]
[679.9415881556183, -253.10410256523278]
[552.0018096231759, 769.8978872398375]
[725.966770004846, 378.0908180461313]
[-658.5073413358887, 815.2211451829107]
[75.61967666898954, -692.3606868527156]
[-399.6407026831039, 264.28729454015615]
[854.5102647173494, 482.79674822142874]
[507.5834750258373, -638.9179429717412]
[400.8233610260718, -243.70137307482844]
[676.6854440360612, 823.3643200068063]
[-25.136023857994587, 160.76739740555263]
[-159.81303436028554, 449.43686352147097]
[-652.7687012489231, 848.1916862749802]
[-142.29781135722294, -415.9596899214248]
[-268.9788363219029, -658.3772325391576]
[-963.8054599144467, 299.78155526309047]
[-569.1660592796768, 539.1219235878325]
[-834.6408391631627, 903.5241461773169]
[-695.9944628257693, 480.0375589805474]
[36.70262723396672, -996.0847432986823]
[329.20493061526804, -312.02791104364906]
[257.2177631656118, 518.5802837202284]
[659.1568731324976, 244.5703161299491]
[964.1066762727539, -311.9177945057646]
[257.8421136136433, -326.24425777109366]
[-526.0984144074333, 165.17419114758877]
[774.2083468188989, 975.3199209258896]
[902.1885674715238, -283.51898604804194]
[983.5316982198713, 769.8449517975791]
[687.2535782410212, 654.9749739760225]
[-666.7835492506846, 480.4066283447505]
[-237.7089623561526, 345.0732486972727]
[730.3736750315352, -619.2853871522236]
[863.0032934996691, -319.20160282544225]
[886.8947883091894, -109.62741891986173]
[-992.5265034924299, 278.0137958468599]
[-133.3960564121959, -488.89038495345505]
[646.9290611394927, -915.1274499547416]
[-499.5227132538021, 537.144026406128]
[634.8701963904023, 402.3497384771174]
[797.0958209786238, -822.6017530224924]
[804.4233073349972, 944.9111872138801]
[100.03336291354981, 893.5279859415084]
[407.6011226758276, -637.2159850968081]
[833.4211657606922, 103.1634386391695]
[-93.13106778816245, -315.980545380673]
[-161.96743863599715, -430.4766765336707]
[425.91569073316305, 50.62939979931389]
[924.9051987775592, -321.3618160411386]
[630.8826046967481, -435.5986711296101]
[528.283027216386, -0.9655922566148547]
[909.3174198273912, 330.3259127683373]
[59.76865956502252, -871.7810161244132]
[-112.03375511411048, 321.25287088384243]
[-102.5168184341801, 261.38623788790574]
[610.0306468140554, -932.193315748863]
[-322.2583080188408, -41.22910205449921]
[-149.2447427673494, 472.345249526574]
[274.4536425059018, 986.1606886815132]
[-1.8979188850818218, 212.3908613716983]
[652.717266944931, 784.471058752013]
[-581.3026651691432, 925.9983780228433]
[657.2513539927106, 447.7868706680565]
[-350.7685957723205, -612.1401184545148]
[191.20010880712493, -845.2851251223408]
[913.95055889841, 57.33274082197022]
[613.6596143933912, -381.10948411038555]
[958.962143915028, -823.7074184668963]
[48.14174874620085, 254.1506405597181]
[-847.7804892714262, 946.4538367280559]
[712.4680184086781, 666.9879028514249]
[-693.2920599703161, 635.6871428903276]
[132.14228205252584, -374.27915001455847]
[-612.2398315232018, 920.6853916141993]
[613.6627047674137, -897.3216497682482]
[-285.06736101044703, 848.1489902953033]
[-60.785005566324, -567.2634723488404]
[684.5840738389695, 255.37140312052497]
[-469.46939965010563, 594.2616826547076]
[301.7732145677069, -331.75018201063926]
[-162.54063939724608, -263.2980755329784]
[829.7503898920427, -424.60664548546913]
[-444.85779849617643, 853.1412651731662]
[-177.89333412734038, 897.9750360753596]
[12.255942517518179, -738.8241960303767]
[-25.10736636468448, -551.3058887177231]
[614.5410667344859, 58.62255065850127]
[-552.5695809021488, 531.718849464864]
[90.38154145393878, -959.1522382149941]
[-733.9515537704679, 792.9188281911852]
[339.5324861128661, 360.40884036096986]
[756.2937374155742, 320.69309956771235]
[828.8865720361205, -566.3573615051797]
[850.4960829601771, 285.97950134250755]
[-284.3111075787375, -558.7907320694776]
[-38.79893393570774, -690.6131945522723]
[665.6731270243968, 18.09701275649718]
[519.3714657466055, -629.0967147591412]
[-11.753851132065392, -160.7631189912588]
[-294.5899813563966, 367.5210138573509]
[650.5493957477754, 315.5876783618173]
[191.59735160897435, 148.8747879224427]
[323.31880781576797, -592.8804679252903]
[-146.64835385154822, 937.4019169344758]
[822.4141175055363, -385.85462678647116]
[-63.96627013547777, -66.54347927529034]
[639.3582122941116, -570.0802416698905]
[613.7525730625737, -724.6260357800403]
[-97.57348036594544, -831.4286484800399]
[-826.5582727091103, 943.8450818441875]
[-169.18741051871564, -376.92977076052125]
[-439.02520507446616, -450.6109984559363]
[377.03507928737713, -418.17114014855974]
[631.1829094747852, 223.475597145115]
[657.1932407261304, 915.068787568782]
[-26.09956782016934, -930.4139092586327]
[-753.2911148323443, 130.74819560290666]
[787.0194062130856, 37.54433055624395]
[-594.8859925029903, -202.33873954588125]
[-559.5854120805288, -232.61522728920238]
[-711.4967469567116, 140.59138018867588]
[-288.67965767178293, 257.97498978517797]
[-437.8656859547758, -70.35057021057958]
[-0.8778788841335654, -207.1404952631815]
[633.1919553384885, 84.75186925233265]
[-59.955901737744284, 274.53147817399895]
[-196.39812649738712, -884.3382569632435]
[-779.1819667094479, 734.0845517749817]
[-875.0181494312557, 950.4778343241587]
[836.7691801312926, -805.6118376903651]
[745.8633399373834, -976.0008947270344]
[-401.64725339823656, 199.672517232141]
[571.6821396973708, -896.1699236007419]
[512.3827907496975, -473.88450414541217]
[147.70744880094776, -719.7375894700476]
[686.1771548111328, 329.33082186055617]
[141.9333803021052, 918.6817677512702]
[-167.79355364645266, 336.25878526732595]
[665.2861903182938, 599.0761939226852]
[-70.57940833631199, 296.5996505091]
[-49.8936016056158, -704.9802923374796]
[419.17151680623715, -624.685486459762]
[-93.1754453526537, -117.20441646182064]
[555.8669873863046, -579.537081380942]
[-354.62542810045113, 987.6768286573242]
[-84.8109072039789, -523.688888713121]
[-34.86187757812331, -401.4754711565241]
[-2.833693179549641, 382.0742911886791]
[-57.72446082733279, -742.7104981842876]
[739.0228304427656, -359.0262122584761]
[-447.36432230586206, -156.24648625262955]
[387.14480261112703, 377.4515636225799]
[-76.97434855473227, 37.09419027217132]
[696.7101303078209, 640.7664852841356]
[309.02688544747343, -912.5763181599102]
[-397.96275759877324, 224.21499931181916]
[-851.4063126535905, 497.9342785398717]
[-803.2570807100889, 20.22271172275134]
[615.734240610903, -889.9918680936504]
[211.90195862203905, 696.3826377610771]
[-250.51027007228106, 876.5980232778652]
[-44.251395855774035, -361.4517529559653]
[531.458676300992, -771.9017447713866]
[-252.8952288569593, 920.2103199658279]
[492.7533309371852, 84.96076247701035]
[6.935022179615316, -470.9725748971666]
[790.4975935211025, 643.7054756308223]
[399.1111410510714, -691.7086626415396]
[-432.31207329912775, 264.91071154688007]
[-543.7915770126444, 218.9657930860169]
[-123.59812830829912, 319.29432970310654]
[311.67966687885337, -935.4015600521121]
[961.2287682487893, 659.8332801056381]
[118.42152074539831, -340.8821469846939]
[-25.153270483000938, -546.9258163201674]
[724.9184582583446, 652.6987082342505]
[261.7798185243457, -371.53368470724786]
[643.9179842194217, 575.2629252855552]
[943.2769943726717, 460.9142173220912]
[442.26535192329493, -798.2334924400589]
[-812.7803307230322, -56.81681710441626]
[-71.79311201631731, 508.7187409167957]
[-66.58324275328562, 950.4553954409716]
[-791.492105058647, 528.0829639239553]
[763.0900130365412, -429.42019583374656]
[316.94239759185166, 127.0647975696213]
[-107.59391875045185, -315.60500290089885]
[-849.3032410208073, 594.602726661398]
[-169.64793707231559, 266.9638994961838]
[-223.34043750211356, -474.2584808981002]
[-508.028886827782, -30.574131243237275]
[752.0736395590629, -962.7584278126695]
